booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,is_repeat_guest,num_previous_cancellations,num_previous_bookings_not_canceled,average_price,special_requests,month_of_reservation,day_of_week,is_cancellation
INN18222,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,80.0,0,Feb,Monday,1
INN01636,2,0,1,2,Not Selected,0,Room_Type 1,23,Online,0,0,0,79.0,1,Feb,Monday,1
INN35150,1,0,1,0,Not Selected,0,Room_Type 1,131,Online,0,0,0,108.0,0,Oct,Wednesday,1
INN12829,1,0,1,2,Meal Plan 1,0,Room_Type 1,118,Offline,0,0,0,110.0,0,Jun,Wednesday,0
INN02973,1,0,2,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,83.2,1,Aug,Monday,0
INN19815,2,0,0,1,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,120.0,0,Jun,Friday,0
INN14999,2,0,1,4,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,106.93,1,Oct,Thursday,0
INN21056,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,133.75,1,Oct,Wednesday,0
INN34475,2,0,2,3,Not Selected,0,Room_Type 1,10,Online,0,0,0,87.05,1,Sep,Tuesday,0
INN30885,2,0,0,1,Meal Plan 1,0,Room_Type 1,348,Offline,0,0,0,62.64,0,Dec,Thursday,0
INN00770,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Online,0,0,0,101.5,0,Jul,Saturday,1
INN28046,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,1,0,6,65.0,1,Nov,Saturday,0
INN23628,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,87.0,0,Aug,Monday,0
INN10833,2,0,2,1,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,80.75,0,Sep,Tuesday,0
INN01001,2,0,0,4,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,112.8,0,May,Thursday,1
INN21256,3,0,0,2,Meal Plan 1,0,Room_Type 4,240,Online,0,0,0,159.3,0,Sep,Sunday,1
INN05803,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,64.8,1,Apr,Wednesday,0
INN12006,2,0,0,3,Meal Plan 1,1,Room_Type 2,1,Online,0,0,0,86.25,0,Dec,Saturday,0
INN30069,3,0,0,4,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,119.0,1,Nov,Friday,1
INN09145,3,0,2,3,Meal Plan 1,0,Room_Type 6,74,Offline,0,0,0,112.0,0,Feb,Wednesday,0
INN32186,2,0,2,2,Not Selected,0,Room_Type 1,153,Offline,0,0,0,72.25,1,Oct,Tuesday,0
INN11271,2,0,0,1,Meal Plan 1,0,Room_Type 4,54,Online,0,0,0,140.4,0,Jun,Monday,1
INN17030,1,0,0,2,Meal Plan 1,0,Room_Type 1,17,Corporate,0,0,0,65.0,0,Apr,Saturday,0
INN25362,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,111.9,0,Jun,Wednesday,1
INN07208,2,0,0,3,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,165.0,1,Aug,Friday,0
INN03260,1,0,1,2,Meal Plan 2,0,Room_Type 1,161,Online,0,0,0,105.0,0,Mar,Sunday,1
INN03499,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,89.3,1,Feb,Monday,0
INN12559,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,Nov,Saturday,1
INN35785,2,0,4,8,Meal Plan 1,0,Room_Type 4,5,Online,0,0,0,106.83,0,Feb,Monday,1
INN10687,2,0,0,2,Not Selected,0,Room_Type 1,1,Online,1,11,22,79.0,1,Feb,Monday,0
INN00052,2,0,2,2,Meal Plan 2,0,Room_Type 1,169,Online,0,0,0,106.0,0,Apr,Sunday,1
INN30983,2,0,2,1,Meal Plan 1,0,Room_Type 4,2,Online,0,0,0,136.0,0,Apr,Monday,1
INN02121,1,0,2,1,Meal Plan 2,0,Room_Type 1,138,Offline,0,0,0,72.5,0,Aug,Tuesday,0
INN08512,2,0,2,3,Meal Plan 1,0,Room_Type 4,170,Online,0,0,0,112.2,1,Aug,Saturday,1
INN02952,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,75.0,0,Feb,Saturday,0
INN33602,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,Oct,Sunday,1
INN21208,2,1,0,4,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,90.0,1,May,Friday,1
INN12936,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75.0,0,Apr,Friday,1
INN17071,2,0,2,2,Not Selected,0,Room_Type 1,10,Online,0,0,0,139.0,2,Aug,Tuesday,0
INN21959,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,80.0,0,Dec,Tuesday,0
INN16755,2,2,1,4,Meal Plan 1,0,Room_Type 6,20,Online,0,0,0,215.0,2,Mar,Wednesday,0
INN26610,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,115.0,1,Sep,Thursday,1
INN05785,1,0,0,1,Meal Plan 1,0,Room_Type 1,20,Corporate,1,0,1,65.0,0,Jun,Friday,0
INN30078,2,0,2,4,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,88.4,2,Dec,Tuesday,0
INN34971,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,90.95,1,Nov,Monday,0
INN16143,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,Online,0,0,0,140.4,0,May,Sunday,1
INN21554,1,0,1,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,160.0,2,Oct,Monday,0
INN36214,2,0,1,4,Meal Plan 1,0,Room_Type 1,275,Offline,0,0,0,90.0,0,Oct,Friday,1
INN28610,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,115.0,1,Jun,Sunday,1
INN06548,1,0,0,2,Not Selected,0,Room_Type 1,14,Online,0,0,0,67.76,1,Dec,Saturday,0
INN01631,2,0,1,2,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,75.0,1,Jun,Sunday,0
INN17332,2,0,1,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,151.0,1,Jul,Sunday,0
INN25861,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,Offline,0,0,0,65.0,1,Dec,Thursday,0
INN26466,2,0,1,3,Meal Plan 1,0,Room_Type 4,78,Online,0,0,0,105.61,0,Dec,Wednesday,1
INN16340,2,0,0,4,Meal Plan 1,0,Room_Type 4,106,Offline,0,0,0,62.0,0,Jan,Friday,0
INN20369,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,0,0,0,120.0,0,Jun,Thursday,0
INN15983,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,Aug,Monday,0
INN02287,2,0,2,3,Not Selected,0,Room_Type 1,294,Online,0,0,0,70.55,2,Nov,Monday,1
INN20334,2,0,2,2,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,85.5,0,Oct,Tuesday,0
INN06311,2,0,0,3,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,91.2,0,Nov,Saturday,0
INN07247,2,0,2,5,Meal Plan 1,0,Room_Type 2,127,Online,0,0,0,94.7,1,Mar,Monday,1
INN28563,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Offline,0,0,0,135.0,0,May,Friday,0
INN17373,2,0,2,3,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,76.5,2,Aug,Monday,0
INN32155,2,0,2,1,Meal Plan 1,0,Room_Type 1,68,Online,0,0,0,96.6,1,Oct,Tuesday,0
INN23406,2,0,0,2,Meal Plan 1,0,Room_Type 4,110,Online,0,0,0,90.95,0,Apr,Friday,0
INN00472,2,0,0,4,Meal Plan 1,0,Room_Type 1,60,Online,0,0,0,96.3,1,Dec,Saturday,0
INN33210,2,0,0,1,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,89.0,1,Jan,Tuesday,0
INN09100,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104.0,0,Apr,Friday,0
INN06989,2,0,2,2,Not Selected,0,Room_Type 1,87,Online,0,0,0,80.75,2,Apr,Monday,0
INN02420,2,0,2,2,Not Selected,0,Room_Type 1,200,Online,0,0,0,62.18,1,Aug,Monday,0
INN10054,2,0,0,4,Meal Plan 1,0,Room_Type 1,159,Online,0,0,0,85.0,2,Nov,Thursday,0
INN05178,2,0,2,5,Meal Plan 1,0,Room_Type 1,33,Offline,0,0,0,41.43,0,Nov,Tuesday,0
INN12146,2,0,0,2,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,104.0,0,Dec,Sunday,1
INN09959,2,0,0,4,Meal Plan 1,1,Room_Type 4,12,Online,0,0,0,91.45,0,Nov,Friday,0
INN00638,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,Offline,0,0,0,85.0,1,Oct,Saturday,0
INN01943,2,0,0,2,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,144.9,2,Aug,Thursday,0
INN14599,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,65.0,0,Sep,Wednesday,0
INN22689,2,0,1,4,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,76.47,1,Jun,Wednesday,0
INN06169,1,0,0,2,Not Selected,0,Room_Type 1,25,Online,0,0,0,104.0,0,Jun,Friday,0
INN15211,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,109.8,1,Apr,Monday,0
INN16707,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,Corporate,0,0,0,90.0,0,Jun,Thursday,0
INN22561,2,0,2,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,82.0,0,Feb,Wednesday,0
INN08320,2,0,0,4,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,132.6,1,May,Thursday,0
INN27991,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,Jun,Sunday,0
INN11862,2,0,2,2,Meal Plan 1,0,Room_Type 1,149,Online,0,0,0,105.3,0,Aug,Monday,1
INN12424,2,0,0,2,Meal Plan 3,0,Room_Type 7,5,Complementary,0,0,0,0.0,0,Mar,Friday,0
INN28073,2,0,2,5,Meal Plan 1,0,Room_Type 4,195,Online,0,0,0,112.2,2,Aug,Friday,1
INN09915,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,Corporate,0,0,0,130.0,0,Oct,Friday,0
INN35270,2,0,0,3,Meal Plan 1,0,Room_Type 4,104,Online,0,0,0,140.4,1,May,Thursday,0
INN29035,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,124.0,0,Aug,Monday,1
INN35814,2,0,1,2,Not Selected,0,Room_Type 1,34,Online,0,0,0,134.1,1,Aug,Wednesday,0
INN29539,2,0,2,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,80.75,0,Jun,Monday,0
INN08315,2,0,0,3,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,109.8,0,Apr,Thursday,1
INN20965,2,0,0,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,78.0,2,Dec,Sunday,0
INN06720,2,0,0,3,Meal Plan 1,0,Room_Type 1,9,Online,0,0,0,131.0,1,Apr,Friday,0
INN24057,1,0,2,1,Meal Plan 1,0,Room_Type 1,3,Offline,0,0,0,76.5,0,Jun,Tuesday,0
INN18252,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,129.7,0,Sep,Tuesday,0
INN20792,2,0,2,3,Meal Plan 1,0,Room_Type 1,117,Online,0,0,0,116.05,1,Jul,Sunday,0
INN26382,1,0,1,3,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,0.0,2,Mar,Wednesday,0
INN20065,2,0,1,2,Meal Plan 1,0,Room_Type 4,57,Offline,0,0,0,90.95,0,Sep,Sunday,0
INN06325,2,0,1,0,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,105.3,0,Jul,Tuesday,1
INN09302,1,0,0,2,Not Selected,0,Room_Type 1,41,Online,0,0,0,107.1,0,Jun,Thursday,1
INN30725,3,0,0,3,Meal Plan 2,0,Room_Type 1,88,Offline,0,0,0,138.0,1,May,Thursday,0
INN31629,2,0,2,2,Not Selected,0,Room_Type 1,20,Online,0,0,0,69.5,1,Jan,Wednesday,0
INN02680,3,0,2,3,Meal Plan 1,0,Room_Type 4,179,Online,0,0,0,130.05,1,Aug,Saturday,1
INN26290,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,Offline,0,0,0,117.0,0,Sep,Sunday,1
INN14924,1,0,0,3,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,90.9,1,Apr,Thursday,0
INN19878,2,0,1,0,Meal Plan 1,0,Room_Type 1,6,Corporate,1,0,1,75.0,0,Dec,Wednesday,0
INN35563,2,0,1,2,Meal Plan 1,0,Room_Type 1,256,Offline,0,0,0,76.67,0,Sep,Thursday,0
INN31795,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,0,0,0,61.0,0,Feb,Tuesday,1
INN25050,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,Offline,0,0,0,72.72,0,Apr,Saturday,0
INN24581,2,0,1,2,Not Selected,0,Room_Type 1,244,Online,0,0,0,80.7,0,Dec,Sunday,1
INN17442,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,Oct,Monday,1
INN15827,3,0,2,5,Meal Plan 1,0,Room_Type 4,134,Online,0,0,0,132.48,0,Aug,Wednesday,1
INN17794,2,0,1,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,103.0,1,Mar,Wednesday,0
INN06676,2,0,0,3,Meal Plan 1,1,Room_Type 1,68,Online,0,0,0,135.9,1,May,Thursday,0
INN23937,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,Offline,0,0,0,100.0,0,Oct,Monday,0
INN15322,1,0,1,2,Meal Plan 1,0,Room_Type 6,63,Online,0,0,0,193.68,0,Nov,Wednesday,0
INN30905,2,0,2,3,Not Selected,0,Room_Type 1,223,Online,0,0,0,73.96,0,Sep,Sunday,1
INN19261,2,2,2,4,Meal Plan 1,0,Room_Type 6,228,Online,0,0,0,136.19,1,Dec,Saturday,1
INN19949,3,0,3,5,Meal Plan 1,0,Room_Type 4,282,Online,0,0,0,109.23,1,Dec,Tuesday,1
INN00959,2,0,2,1,Meal Plan 1,0,Room_Type 4,8,Offline,0,0,0,107.0,0,Jun,Tuesday,0
INN16396,2,0,2,1,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,66.57,1,Feb,Tuesday,0
INN01068,2,0,2,2,Meal Plan 1,0,Room_Type 4,20,Online,0,0,0,134.0,1,Apr,Monday,0
INN06424,2,0,0,4,Meal Plan 1,0,Room_Type 1,54,Online,0,0,0,109.8,3,Aug,Thursday,0
INN09185,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,Jul,Saturday,1
INN23297,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Corporate,1,0,22,65.0,1,Dec,Friday,0
INN28812,1,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,95.0,0,Nov,Sunday,0
INN21573,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,Offline,0,0,0,75.0,0,Nov,Wednesday,0
INN34663,2,0,2,3,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,65.54,0,Nov,Tuesday,1
INN21547,2,0,2,0,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,145.0,2,Sep,Tuesday,0
INN25405,1,0,1,1,Meal Plan 1,0,Room_Type 1,45,Online,0,0,0,86.4,0,Nov,Monday,1
INN22976,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,Offline,0,0,0,90.0,0,Jun,Sunday,1
INN30111,2,0,0,4,Not Selected,0,Room_Type 1,283,Online,0,0,0,72.25,2,Dec,Friday,0
INN08650,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,Offline,0,0,0,73.0,0,Aug,Sunday,0
INN16622,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,91.0,1,Jun,Saturday,0
INN14559,2,0,0,4,Not Selected,0,Room_Type 1,25,Online,0,0,0,85.0,1,Nov,Thursday,0
INN33936,2,0,2,3,Meal Plan 1,0,Room_Type 1,125,Online,0,0,0,89.25,1,Oct,Sunday,0
INN19911,2,0,0,3,Not Selected,0,Room_Type 1,52,Online,0,0,0,94.5,0,Apr,Thursday,1
INN12802,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,Corporate,0,0,0,75.0,1,Dec,Sunday,0
INN30593,2,0,0,3,Meal Plan 1,0,Room_Type 1,84,Offline,0,0,0,38.67,0,Mar,Saturday,0
INN15116,2,0,1,0,Not Selected,0,Room_Type 1,92,Online,0,0,0,125.1,2,Sep,Wednesday,0
INN33221,2,0,2,3,Meal Plan 1,0,Room_Type 4,224,Online,0,0,0,109.31,1,Sep,Monday,1
INN11126,2,0,0,2,Not Selected,0,Room_Type 1,18,Online,0,0,0,75.0,0,Jan,Sunday,0
INN28419,2,0,1,2,Not Selected,0,Room_Type 1,30,Online,0,0,0,87.27,0,Nov,Sunday,0
INN19759,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,115.0,1,Sep,Thursday,1
INN11245,2,1,1,2,Meal Plan 1,0,Room_Type 4,31,Offline,0,0,0,90.0,1,Oct,Thursday,0
INN24143,1,0,0,2,Meal Plan 1,0,Room_Type 5,1,Complementary,1,3,13,0.0,1,Mar,Thursday,0
INN26537,2,0,1,2,Not Selected,0,Room_Type 1,27,Online,0,0,0,115.0,1,Sep,Monday,0
INN20816,2,0,0,3,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,151.0,2,Aug,Saturday,0
INN33474,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,61.0,0,Feb,Wednesday,1
INN18064,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,Corporate,0,0,0,90.0,0,Jun,Thursday,1
INN29780,2,0,1,2,Meal Plan 2,0,Room_Type 1,173,Offline,0,0,0,300.0,0,Jul,Wednesday,1
INN17686,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,65.8,0,Jan,Saturday,0
INN16427,2,0,2,2,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,54.09,0,Mar,Sunday,1
INN08906,2,0,4,11,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,110.53,1,Feb,Sunday,1
INN01282,1,0,0,2,Not Selected,0,Room_Type 1,7,Online,0,0,0,103.18,1,Oct,Friday,0
INN35875,1,0,2,2,Meal Plan 1,0,Room_Type 4,23,Online,0,0,0,125.0,0,Apr,Tuesday,0
INN35011,2,0,1,2,Meal Plan 1,0,Room_Type 1,106,Online,0,0,0,108.3,0,Jul,Wednesday,1
INN33497,2,0,2,3,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,76.5,0,Aug,Sunday,1
INN22149,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,82.66,0,Jul,Monday,0
INN04493,2,0,0,2,Meal Plan 1,0,Room_Type 1,79,Offline,0,0,0,75.0,0,Nov,Monday,0
INN14852,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,Online,0,0,0,73.95,1,Feb,Monday,1
INN31722,2,2,0,1,Meal Plan 1,0,Room_Type 6,88,Online,0,0,0,156.6,1,Nov,Monday,1
INN03782,2,0,1,2,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,126.9,1,Sep,Sunday,1
INN26629,2,0,2,2,Meal Plan 1,0,Room_Type 4,144,Online,0,0,0,118.15,1,May,Sunday,1
INN13613,3,0,1,2,Not Selected,0,Room_Type 1,84,Online,0,0,0,114.34,2,May,Sunday,0
INN01262,1,0,0,1,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,150.15,1,Sep,Saturday,1
INN17765,2,0,1,2,Meal Plan 1,0,Room_Type 1,191,Offline,0,0,0,132.0,0,Jun,Sunday,1
INN25391,1,0,1,1,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,91.9,1,Apr,Wednesday,0
INN19600,2,0,1,3,Not Selected,0,Room_Type 1,62,Online,0,0,0,70.78,1,Jul,Wednesday,0
INN30452,1,0,1,0,Meal Plan 1,0,Room_Type 1,110,Offline,0,0,0,120.0,0,Oct,Tuesday,1
INN17447,2,0,2,2,Meal Plan 1,0,Room_Type 1,156,Offline,0,0,0,72.25,1,Jul,Monday,0
INN12601,2,2,3,5,Meal Plan 1,0,Room_Type 6,7,Online,0,0,0,251.5,0,Sep,Tuesday,1
INN29145,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,2,8,65.0,0,Oct,Friday,0
INN01059,2,0,0,1,Not Selected,0,Room_Type 1,94,Online,0,0,0,79.2,1,Dec,Sunday,0
INN02624,2,0,1,2,Meal Plan 1,0,Room_Type 1,100,Online,0,0,0,93.3,1,Mar,Sunday,1
INN28166,2,0,2,5,Meal Plan 1,0,Room_Type 4,182,Offline,0,0,0,90.95,1,Sep,Saturday,0
INN10220,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,114.73,1,Sep,Friday,0
INN01374,1,0,1,3,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,136.06,1,Nov,Wednesday,1
INN29019,2,0,0,5,Meal Plan 1,1,Room_Type 4,50,Online,0,0,0,149.4,1,May,Thursday,0
INN32009,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,Offline,0,0,0,76.67,0,Oct,Tuesday,0
INN02935,1,0,0,3,Meal Plan 1,0,Room_Type 1,74,Online,0,0,0,126.9,0,May,Thursday,0
INN24772,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,101.0,2,Jun,Thursday,0
INN01733,1,0,0,2,Meal Plan 1,1,Room_Type 1,3,Corporate,1,1,13,67.0,0,Mar,Saturday,0
INN05393,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,1,75.0,0,Nov,Thursday,0
INN15525,2,0,1,0,Meal Plan 1,0,Room_Type 1,44,Online,0,0,0,99.1,1,Jun,Tuesday,0
INN13677,2,2,0,2,Meal Plan 1,1,Room_Type 6,4,Online,0,0,0,220.0,2,Jun,Saturday,0
INN33751,1,0,0,2,Meal Plan 2,0,Room_Type 1,265,Offline,0,0,0,90.0,0,Jun,Sunday,0
INN05055,2,0,2,2,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,135.9,1,Jul,Monday,0
INN33958,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,154.5,0,Oct,Thursday,0
INN00513,2,0,0,2,Meal Plan 1,0,Room_Type 1,41,Online,0,0,0,160.0,1,Oct,Sunday,1
INN23658,2,0,0,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,151.0,1,Jun,Saturday,1
INN25347,3,0,1,3,Meal Plan 1,0,Room_Type 4,165,Online,0,0,0,123.3,2,Oct,Saturday,1
INN01367,2,0,0,1,Not Selected,0,Room_Type 1,109,Online,0,0,0,108.0,0,Oct,Thursday,1
INN32676,2,0,2,1,Not Selected,0,Room_Type 1,32,Online,0,0,0,99.0,1,Sep,Tuesday,0
INN33899,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,114.0,0,Sep,Saturday,0
INN11783,2,0,1,0,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,76.5,1,Jul,Thursday,1
INN21559,3,0,0,3,Meal Plan 1,0,Room_Type 4,46,Online,0,0,0,129.6,2,Nov,Saturday,0
INN01370,2,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,65.0,0,Oct,Monday,0
INN05830,1,0,2,0,Meal Plan 1,1,Room_Type 1,2,Corporate,1,0,5,67.0,0,Jul,Tuesday,0
INN33951,1,0,1,1,Not Selected,0,Room_Type 1,5,Online,0,0,0,89.0,1,Mar,Wednesday,0
INN11672,2,0,2,1,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,100.0,0,Mar,Monday,1
INN11018,1,0,1,0,Meal Plan 1,1,Room_Type 1,4,Corporate,1,0,1,67.0,1,Oct,Wednesday,0
INN01834,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,80.0,0,Apr,Wednesday,1
INN11674,1,0,0,3,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,166.0,1,Jul,Friday,0
INN06515,1,0,1,2,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,117.0,1,Oct,Wednesday,0
INN30669,3,0,2,1,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,131.4,1,Mar,Monday,1
INN28133,2,0,1,5,Meal Plan 1,0,Room_Type 4,2,Offline,0,0,0,90.95,0,Jun,Wednesday,0
INN34361,2,0,2,5,Meal Plan 1,0,Room_Type 1,258,Online,0,0,0,100.3,0,Oct,Tuesday,1
INN29461,2,0,0,2,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,114.0,2,Nov,Sunday,0
INN27060,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,0,0,0,85.0,0,Oct,Friday,0
INN15397,2,0,1,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,71.65,0,Aug,Wednesday,0
INN11840,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Corporate,0,0,0,80.0,0,Feb,Monday,1
INN12321,2,0,2,1,Meal Plan 1,0,Room_Type 1,105,Online,0,0,0,89.3,0,Mar,Monday,0
INN07784,2,0,0,2,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,94.5,1,Sep,Saturday,0
INN12536,1,0,0,1,Not Selected,0,Room_Type 1,11,Online,0,0,0,57.98,1,Jan,Sunday,0
INN06930,2,0,6,15,Not Selected,0,Room_Type 1,17,Online,0,0,0,75.66,0,Dec,Sunday,0
INN05007,1,0,0,5,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,68.5,2,Jan,Friday,0
INN14519,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,Offline,0,0,0,72.75,0,Oct,Sunday,0
INN15198,2,0,1,3,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,99.9,1,Jun,Wednesday,0
INN31956,1,0,2,1,Meal Plan 2,0,Room_Type 1,80,Offline,0,0,0,100.0,0,Apr,Tuesday,1
INN31055,2,2,1,2,Meal Plan 1,0,Room_Type 6,50,Online,0,0,0,189.9,2,Jun,Sunday,0
INN04685,2,0,2,0,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,98.0,0,Aug,Wednesday,0
INN24586,2,0,1,3,Meal Plan 1,0,Room_Type 1,82,Offline,0,0,0,95.0,0,Sep,Saturday,1
INN17693,2,0,1,1,Meal Plan 1,0,Room_Type 1,93,Online,0,0,0,126.9,1,Jun,Wednesday,0
INN06839,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,139.0,0,Aug,Monday,0
INN08087,2,0,0,3,Not Selected,0,Room_Type 1,1,Online,0,0,0,80.0,1,Aug,Saturday,0
INN05388,2,0,2,5,Meal Plan 1,0,Room_Type 4,195,Online,0,0,0,99.45,1,Jul,Wednesday,0
INN05359,3,0,2,6,Meal Plan 1,0,Room_Type 1,123,Online,0,0,0,126.86,0,Jun,Thursday,1
INN04184,1,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,87.0,0,Sep,Monday,0
