booking_id,number_of_weekend_nights,type_of_meal,room_type,market_segment_type,num_previous_cancellations,average_price,number_of_week_nights,number_of_adults,number_of_children,car_parking_space,lead_time,is_repeat_guest,num_previous_bookings_not_canceled,special_requests,month_of_reservation,day_of_week,split
INN06998,0,Meal Plan 1,Room_Type 1,Offline,0,101.52,2,2,0,0,57,0,0,0,Sep,Friday,train
INN08337,1,Meal Plan 1,Room_Type 1,Offline,0,100.0,1,2,0,0,180,0,0,1,May,Wednesday,train
INN25626,1,Meal Plan 1,Room_Type 4,Online,0,151.2,2,3,0,0,147,0,0,0,Oct,Sunday,train
INN14331,2,Meal Plan 1,Room_Type 1,Offline,0,72.25,2,2,0,0,4,0,0,0,Jul,Monday,train
INN30829,0,Not Selected,Room_Type 1,Online,0,67.5,5,2,0,0,35,0,0,1,Feb,Friday,train
INN28089,0,Not Selected,Room_Type 1,Online,0,88.0,2,2,0,0,53,0,0,1,Nov,Sunday,train
INN26349,1,Meal Plan 1,Room_Type 1,Online,0,111.0,2,2,0,0,32,0,0,1,Oct,Monday,train
INN25236,2,Not Selected,Room_Type 1,Online,0,80.75,2,2,0,0,206,0,0,0,Aug,Sunday,train
INN04398,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,1,2,0,0,27,0,0,0,Jun,Saturday,train
INN01384,1,Meal Plan 1,Room_Type 1,Online,0,94.5,3,2,0,0,30,0,0,2,Sep,Thursday,train
INN06861,2,Meal Plan 1,Room_Type 1,Online,0,125.1,2,2,1,0,35,0,0,1,Jun,Tuesday,train
INN25442,1,Meal Plan 1,Room_Type 4,Online,0,137.7,2,3,0,0,89,0,0,0,Jul,Wednesday,train
INN26113,2,Meal Plan 2,Room_Type 4,Offline,0,122.75,3,2,0,0,2,0,0,0,Jun,Sunday,train
INN07363,1,Meal Plan 1,Room_Type 2,Online,0,71.52,2,2,0,0,41,0,0,1,Feb,Thursday,train
INN04715,0,Not Selected,Room_Type 1,Online,0,112.0,3,2,0,0,5,0,0,0,Oct,Thursday,train
INN20920,0,Meal Plan 1,Room_Type 4,Online,0,137.7,3,3,0,0,172,0,0,1,Aug,Saturday,train
INN11576,1,Meal Plan 1,Room_Type 1,Offline,0,85.0,4,2,0,0,11,0,0,0,Jul,Wednesday,train
INN03118,1,Meal Plan 1,Room_Type 1,Offline,0,176.04,3,3,0,0,244,0,0,1,Dec,Saturday,train
INN19675,0,Meal Plan 1,Room_Type 1,Offline,0,100.0,2,1,0,0,164,0,0,0,Oct,Monday,train
INN21238,1,Meal Plan 2,Room_Type 1,Online,0,123.68,3,2,0,0,2,0,0,1,Nov,Wednesday,train
INN10823,0,Meal Plan 1,Room_Type 2,Online,0,78.0,3,0,2,0,113,0,0,1,Mar,Saturday,train
INN17960,1,Meal Plan 1,Room_Type 1,Offline,0,85.5,0,1,0,0,24,0,0,0,Sep,Wednesday,train
INN08282,2,Meal Plan 1,Room_Type 4,Online,0,109.37,4,2,0,0,82,0,0,0,Apr,Monday,train
INN21382,2,Meal Plan 1,Room_Type 1,Online,0,122.04,5,2,1,0,147,0,0,0,Aug,Monday,train
INN24485,0,Meal Plan 1,Room_Type 1,Offline,0,90.0,4,2,0,0,253,0,0,0,May,Friday,train
INN11272,2,Meal Plan 1,Room_Type 1,Offline,0,85.0,2,2,0,0,12,0,0,0,Oct,Tuesday,train
INN18468,3,Meal Plan 1,Room_Type 1,Online,0,76.59,7,1,0,0,10,0,0,0,Dec,Sunday,train
INN32389,1,Meal Plan 1,Room_Type 1,Online,0,136.67,2,2,0,0,10,0,0,1,Aug,Sunday,train
INN10373,0,Meal Plan 1,Room_Type 1,Online,0,88.4,4,2,0,0,96,0,0,1,Dec,Friday,train
INN17319,1,Meal Plan 2,Room_Type 1,Online,0,164.25,1,2,1,0,131,0,0,2,Aug,Wednesday,train
INN13176,2,Meal Plan 1,Room_Type 1,Online,0,92.01,6,2,0,0,205,0,0,1,Aug,Monday,train
INN21960,2,Meal Plan 1,Room_Type 1,Online,0,65.29,4,2,0,0,68,0,0,1,Oct,Tuesday,train
INN16711,2,Meal Plan 1,Room_Type 1,Online,0,89.25,2,2,0,0,229,0,0,0,Oct,Monday,train
INN02485,2,Meal Plan 1,Room_Type 1,Online,0,68.0,4,2,0,0,120,0,0,0,Nov,Friday,train
INN14383,1,Meal Plan 1,Room_Type 1,Offline,0,63.0,2,2,0,0,42,0,0,0,Mar,Wednesday,train
INN19191,2,Meal Plan 1,Room_Type 1,Corporate,0,84.0,4,2,0,0,93,0,0,0,Jul,Monday,train
INN19674,0,Meal Plan 1,Room_Type 1,Online,0,133.03,4,2,0,0,42,0,0,1,Nov,Friday,train
INN01350,1,Not Selected,Room_Type 1,Online,0,79.2,1,2,0,0,75,0,0,1,Nov,Monday,train
INN20094,2,Meal Plan 1,Room_Type 1,Offline,0,80.75,1,2,0,0,104,0,0,0,Sep,Tuesday,train
INN05636,0,Meal Plan 1,Room_Type 1,Online,0,72.9,3,1,0,0,227,0,0,0,Dec,Saturday,train
INN02198,2,Meal Plan 1,Room_Type 4,Online,0,168.3,3,3,0,0,49,0,0,1,Aug,Monday,train
INN05953,0,Meal Plan 1,Room_Type 6,Online,0,221.0,1,2,0,0,5,0,0,2,May,Saturday,train
INN01887,0,Meal Plan 1,Room_Type 1,Online,0,105.3,1,2,0,0,60,0,0,0,Jul,Thursday,train
INN20952,1,Not Selected,Room_Type 1,Online,0,108.0,0,2,0,0,102,0,0,1,Oct,Tuesday,train
INN21235,1,Not Selected,Room_Type 1,Online,0,79.2,2,2,0,0,46,0,0,1,Dec,Sunday,train
INN26535,0,Meal Plan 2,Room_Type 1,Offline,0,104.0,1,2,0,0,48,0,0,0,Sep,Monday,train
INN13511,0,Meal Plan 1,Room_Type 1,Online,0,109.8,3,2,0,0,53,0,0,0,Aug,Thursday,train
INN04838,0,Not Selected,Room_Type 1,Online,0,125.1,3,1,0,0,65,0,0,1,Sep,Thursday,train
INN06489,2,Not Selected,Room_Type 1,Online,0,114.3,1,1,0,0,31,0,0,1,Oct,Tuesday,train
INN09710,1,Meal Plan 1,Room_Type 1,Online,0,121.0,0,2,0,0,6,0,0,1,Jun,Tuesday,train
INN01709,1,Meal Plan 1,Room_Type 4,Complementary,0,0.0,0,2,0,0,3,0,0,2,Nov,Thursday,train
INN08936,1,Meal Plan 1,Room_Type 1,Offline,0,100.0,2,2,0,0,302,0,0,0,Sep,Sunday,train
INN31607,0,Meal Plan 1,Room_Type 1,Corporate,0,65.0,1,1,0,0,0,0,0,1,Jul,Thursday,train
INN22583,1,Meal Plan 1,Room_Type 1,Offline,0,72.25,4,2,0,0,145,0,0,0,Jul,Wednesday,train
INN36088,1,Meal Plan 1,Room_Type 4,Online,0,119.28,5,2,0,0,153,0,0,0,Jul,Thursday,train
INN22136,0,Meal Plan 1,Room_Type 1,Corporate,2,65.0,2,1,0,0,5,1,6,0,Oct,Friday,train
INN17853,0,Meal Plan 1,Room_Type 1,Offline,0,130.0,3,2,0,0,213,0,0,0,Jun,Thursday,train
INN00537,0,Meal Plan 1,Room_Type 6,Online,0,172.8,2,2,1,0,330,0,0,0,Aug,Friday,train
INN08139,0,Meal Plan 2,Room_Type 1,Offline,0,88.5,4,2,0,0,64,0,0,0,Mar,Thursday,train
INN34795,1,Meal Plan 1,Room_Type 1,Online,0,76.5,1,2,0,0,103,0,0,1,Aug,Tuesday,train
INN24697,0,Meal Plan 1,Room_Type 4,Online,0,89.3,3,2,0,0,64,0,0,1,Mar,Saturday,train
INN23694,1,Not Selected,Room_Type 1,Online,0,103.5,2,2,0,1,190,0,0,2,Aug,Wednesday,train
INN14553,0,Meal Plan 1,Room_Type 1,Online,0,124.0,1,2,0,0,4,0,0,1,Aug,Tuesday,train
INN06639,1,Meal Plan 1,Room_Type 1,Online,0,135.0,4,2,1,0,73,0,0,1,Oct,Friday,train
INN34520,0,Meal Plan 1,Room_Type 1,Corporate,0,104.0,1,1,0,1,9,0,0,0,Apr,Saturday,train
INN11694,1,Meal Plan 1,Room_Type 1,Offline,0,56.52,3,2,0,0,152,0,0,0,Oct,Sunday,train
INN01681,0,Meal Plan 1,Room_Type 1,Offline,0,72.0,2,2,0,0,42,0,0,0,Nov,Sunday,train
INN19786,2,Meal Plan 1,Room_Type 1,Offline,0,68.0,5,2,0,0,66,0,0,1,Dec,Sunday,train
INN35268,2,Meal Plan 1,Room_Type 1,Online,0,79.72,3,2,0,0,137,0,0,1,May,Tuesday,train
INN20446,0,Not Selected,Room_Type 1,Online,0,88.0,1,2,0,0,4,0,0,0,Dec,Saturday,train
INN21086,1,Meal Plan 1,Room_Type 6,Online,0,175.28,3,2,2,0,42,0,0,0,Apr,Wednesday,train
INN28894,0,Meal Plan 1,Room_Type 1,Offline,0,62.8,4,2,0,0,270,0,0,0,Apr,Friday,train
INN15750,0,Meal Plan 1,Room_Type 4,Online,0,155.0,1,2,0,0,0,0,0,1,Oct,Saturday,train
INN15498,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,2,2,0,0,317,0,0,0,Sep,Saturday,train
INN19388,0,Not Selected,Room_Type 4,Online,0,115.0,1,2,0,0,0,0,0,2,Sep,Monday,train
INN09892,0,Meal Plan 2,Room_Type 1,Offline,0,112.2,1,2,0,0,83,0,0,0,Sep,Saturday,train
INN22330,2,Meal Plan 1,Room_Type 1,Online,0,152.1,1,2,1,0,44,0,0,0,Sep,Tuesday,train
INN04039,0,Meal Plan 1,Room_Type 1,Offline,1,90.0,3,2,0,0,19,1,0,0,Oct,Friday,train
INN18736,1,Meal Plan 2,Room_Type 1,Offline,0,86.0,3,2,0,0,210,0,0,0,Oct,Sunday,train
INN35322,2,Not Selected,Room_Type 1,Online,0,79.2,1,2,0,0,80,0,0,1,Nov,Tuesday,train
INN08087,0,Not Selected,Room_Type 1,Online,0,80.0,3,2,0,0,1,0,0,1,Aug,Saturday,train
INN21864,2,Meal Plan 1,Room_Type 1,Offline,0,70.0,3,1,0,0,359,0,0,0,Oct,Sunday,train
INN26341,0,Meal Plan 1,Room_Type 1,Offline,0,115.0,2,1,0,0,103,0,0,0,Apr,Thursday,train
INN01242,0,Meal Plan 1,Room_Type 1,Online,0,105.0,1,2,0,0,29,0,0,1,Sep,Friday,train
INN32710,0,Meal Plan 1,Room_Type 1,Corporate,0,85.0,1,1,0,0,1,0,0,0,Dec,Sunday,train
INN19412,0,Meal Plan 1,Room_Type 1,Offline,1,80.0,3,1,0,0,19,1,0,0,Oct,Friday,train
INN03910,0,Meal Plan 1,Room_Type 1,Online,0,200.0,2,2,0,0,31,0,0,2,Sep,Monday,train
INN25489,0,Meal Plan 1,Room_Type 1,Online,0,117.9,3,2,0,0,41,0,0,1,Mar,Saturday,train
INN30946,0,Meal Plan 1,Room_Type 4,Online,0,152.1,4,3,0,0,109,0,0,0,Aug,Friday,train
INN16230,2,Meal Plan 1,Room_Type 1,Offline,0,80.75,1,2,0,0,102,0,0,0,May,Tuesday,train
INN10129,0,Not Selected,Room_Type 1,Online,0,125.1,2,2,0,0,35,0,0,0,Aug,Friday,train
INN29804,1,Not Selected,Room_Type 1,Online,0,85.5,1,2,0,0,196,0,0,0,Aug,Monday,train
INN02063,1,Not Selected,Room_Type 1,Online,0,87.3,2,2,0,0,66,0,0,1,Sep,Sunday,train
INN09432,2,Meal Plan 1,Room_Type 4,Online,0,138.55,5,3,0,0,160,0,0,0,Aug,Wednesday,train
INN25689,0,Not Selected,Room_Type 1,Online,0,99.33,2,1,0,0,1,0,0,1,Jul,Thursday,train
INN26426,0,Not Selected,Room_Type 1,Online,0,106.36,4,2,0,0,7,0,0,1,Nov,Thursday,train
INN23147,1,Meal Plan 1,Room_Type 1,Online,0,98.0,1,1,0,0,85,0,0,0,Dec,Monday,train
INN04191,1,Meal Plan 1,Room_Type 1,Offline,0,90.0,2,2,0,0,5,0,0,0,Oct,Thursday,train
INN10383,0,Meal Plan 1,Room_Type 4,Online,0,108.42,3,1,0,0,28,0,0,1,Jun,Thursday,train
INN13526,0,Meal Plan 1,Room_Type 4,Offline,0,97.0,2,2,0,0,18,0,0,1,Aug,Friday,train
INN30200,1,Meal Plan 1,Room_Type 1,Offline,0,75.0,2,2,0,0,66,0,0,0,Oct,Monday,train
INN18216,1,Meal Plan 1,Room_Type 1,Online,0,89.25,2,2,0,0,200,0,0,1,Oct,Monday,train
INN19735,0,Meal Plan 1,Room_Type 1,Complementary,0,56.0,3,1,0,1,3,1,2,1,Mar,Thursday,train
INN23829,1,Not Selected,Room_Type 1,Online,0,99.0,0,2,0,0,58,0,0,3,Sep,Wednesday,train
INN22280,2,Meal Plan 1,Room_Type 1,Online,0,81.08,1,2,0,0,58,0,0,0,Apr,Tuesday,train
INN13024,0,Not Selected,Room_Type 1,Online,0,113.4,3,2,0,0,260,0,0,0,Sep,Saturday,train
INN13404,0,Meal Plan 1,Room_Type 4,Online,0,109.8,1,2,0,0,150,0,0,1,Aug,Monday,train
INN30671,1,Not Selected,Room_Type 1,Online,0,98.1,0,1,0,0,180,0,0,1,Oct,Wednesday,train
INN31105,0,Meal Plan 1,Room_Type 1,Online,0,85.85,4,2,0,0,57,0,0,1,Mar,Friday,train
INN20445,1,Meal Plan 1,Room_Type 4,Online,0,168.3,1,3,0,0,59,0,0,0,Sep,Monday,train
INN05651,2,Not Selected,Room_Type 1,Online,0,88.0,4,2,0,0,15,0,0,0,Mar,Saturday,train
INN01183,1,Not Selected,Room_Type 1,Online,0,79.2,2,2,0,0,112,0,0,1,Dec,Sunday,train
INN29812,0,Meal Plan 1,Room_Type 4,Online,0,108.57,2,1,0,0,8,0,0,0,May,Thursday,train
INN18069,0,Not Selected,Room_Type 1,Online,0,103.5,4,2,0,0,95,0,0,0,Jun,Friday,train
INN29092,1,Not Selected,Room_Type 1,Online,0,58.88,2,2,0,0,16,0,0,0,Feb,Monday,train
INN26223,1,Meal Plan 1,Room_Type 1,Online,0,90.9,3,2,0,0,184,0,0,2,Oct,Wednesday,train
INN31294,2,Meal Plan 1,Room_Type 4,Online,0,140.4,1,2,0,0,80,0,0,1,May,Tuesday,train
INN00504,0,Meal Plan 1,Room_Type 1,Offline,0,95.0,2,1,0,0,192,0,0,0,Jun,Sunday,train
INN02734,1,Meal Plan 1,Room_Type 1,Offline,0,110.0,1,1,0,0,118,0,0,0,Jun,Wednesday,train
INN29384,0,Meal Plan 1,Room_Type 1,Offline,0,95.0,3,1,0,0,37,0,0,0,Oct,Saturday,train
INN31399,2,Meal Plan 1,Room_Type 1,Offline,0,75.0,3,1,0,0,115,0,0,0,Feb,Tuesday,train
INN20476,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,3,2,0,0,119,0,0,0,Jun,Thursday,train
INN10740,1,Meal Plan 1,Room_Type 6,Online,0,190.0,1,2,2,0,0,0,0,0,Apr,Monday,train
INN21671,2,Meal Plan 1,Room_Type 1,Online,0,93.36,5,3,0,0,246,0,0,2,Dec,Thursday,train
INN33462,0,Meal Plan 1,Room_Type 1,Offline,0,140.0,2,2,0,0,30,0,0,0,Jun,Saturday,train
INN26332,1,Not Selected,Room_Type 1,Online,0,76.5,2,2,0,0,79,0,0,0,Mar,Wednesday,train
INN27446,0,Not Selected,Room_Type 1,Online,0,85.93,1,1,0,0,0,0,0,0,May,Saturday,train
INN02170,1,Meal Plan 1,Room_Type 1,Online,0,89.0,2,2,0,0,305,0,0,0,Nov,Sunday,train
INN15813,2,Meal Plan 2,Room_Type 1,Offline,0,90.0,0,1,0,0,386,0,0,0,Oct,Tuesday,train
INN12916,1,Meal Plan 1,Room_Type 1,Online,0,124.0,2,2,0,0,14,0,0,0,Sep,Thursday,train
INN05007,0,Meal Plan 1,Room_Type 1,Online,0,68.5,5,1,0,0,10,0,0,2,Jan,Friday,train
INN18926,0,Meal Plan 1,Room_Type 1,Offline,0,75.0,1,2,0,0,105,0,0,0,Apr,Friday,train
INN29098,0,Meal Plan 1,Room_Type 1,Online,0,70.44,4,2,0,0,199,0,0,2,Aug,Thursday,train
INN31209,0,Meal Plan 1,Room_Type 1,Offline,0,75.0,2,2,0,0,245,0,0,0,Jun,Sunday,train
INN35684,1,Meal Plan 1,Room_Type 1,Offline,0,62.8,1,2,0,0,275,0,0,0,Jun,Monday,train
INN14306,0,Meal Plan 1,Room_Type 1,Online,0,131.0,2,2,0,0,28,0,0,2,Sep,Saturday,train
INN20828,0,Not Selected,Room_Type 1,Online,0,85.0,1,2,0,0,9,0,0,1,Dec,Monday,train
INN03597,2,Meal Plan 1,Room_Type 1,Offline,0,58.0,1,2,0,0,19,0,0,0,Dec,Wednesday,train
INN35182,0,Meal Plan 1,Room_Type 1,Online,0,69.99,1,2,0,0,0,0,0,0,Apr,Friday,train
INN11689,0,Meal Plan 1,Room_Type 4,Online,0,168.3,2,3,0,0,64,0,0,1,Sep,Sunday,train
INN05297,1,Not Selected,Room_Type 1,Online,0,135.0,2,1,0,0,10,0,0,3,Oct,Wednesday,train
INN32069,2,Meal Plan 1,Room_Type 1,Corporate,0,65.0,1,1,0,0,9,1,4,0,Nov,Wednesday,train
INN35908,0,Meal Plan 1,Room_Type 1,Offline,0,58.17,3,2,0,0,276,0,0,0,Sep,Saturday,train
INN08328,2,Meal Plan 1,Room_Type 1,Online,0,80.75,2,1,0,0,229,0,0,0,Oct,Monday,train
INN20665,2,Meal Plan 1,Room_Type 1,Online,0,105.3,1,2,0,0,141,0,0,2,Jul,Tuesday,train
INN09047,1,Meal Plan 1,Room_Type 1,Online,0,136.0,3,2,0,0,100,0,0,1,May,Saturday,train
INN12514,2,Meal Plan 1,Room_Type 1,Online,0,100.94,2,2,0,0,12,0,0,3,Nov,Monday,train
INN20845,0,Meal Plan 1,Room_Type 1,Online,0,114.0,1,1,0,0,22,0,0,0,Sep,Monday,train
INN29355,1,Meal Plan 1,Room_Type 6,Online,0,225.0,1,2,2,0,11,0,0,2,Apr,Monday,train
INN04362,0,Meal Plan 1,Room_Type 1,Online,0,130.0,2,1,0,0,188,0,0,0,Jun,Friday,train
INN13591,0,Not Selected,Room_Type 1,Online,0,97.0,2,2,0,0,17,0,0,1,Mar,Sunday,train
INN08019,0,Not Selected,Room_Type 1,Online,0,116.1,1,1,0,0,37,0,0,0,May,Sunday,train
INN24180,1,Meal Plan 1,Room_Type 1,Online,0,126.9,2,2,0,0,72,0,0,1,Jun,Sunday,train
INN34605,0,Not Selected,Room_Type 1,Online,0,145.67,3,2,0,0,0,0,0,0,Jul,Friday,train
INN02396,2,Meal Plan 1,Room_Type 4,Online,0,114.0,2,3,0,0,55,0,0,2,Jun,Tuesday,train
INN28045,2,Meal Plan 1,Room_Type 4,Online,0,125.62,1,2,0,0,38,0,0,0,Nov,Monday,train
INN06744,1,Meal Plan 1,Room_Type 1,Offline,0,72.0,5,2,0,0,46,0,0,0,Nov,Wednesday,train
INN15529,0,Not Selected,Room_Type 1,Online,0,70.0,1,2,0,0,88,0,0,0,Mar,Thursday,train
INN00867,2,Meal Plan 1,Room_Type 1,Online,0,73.95,3,2,0,0,52,0,0,0,Feb,Sunday,train
INN21922,1,Meal Plan 1,Room_Type 1,Offline,0,95.0,2,2,0,0,273,0,0,0,May,Sunday,train
INN24851,0,Meal Plan 1,Room_Type 1,Offline,0,72.4,1,2,0,0,17,0,0,0,Mar,Saturday,train
INN32350,1,Meal Plan 1,Room_Type 1,Online,0,76.5,1,2,0,0,75,0,0,1,Jul,Thursday,train
INN28330,0,Meal Plan 2,Room_Type 1,Offline,0,140.0,4,2,0,0,100,0,0,1,Sep,Friday,train
INN24466,1,Meal Plan 1,Room_Type 1,Offline,0,110.0,3,1,0,0,118,0,0,0,Jun,Wednesday,train
INN23320,0,Meal Plan 1,Room_Type 4,Online,0,137.7,2,3,0,0,153,0,0,0,Jul,Thursday,train
INN17046,1,Meal Plan 1,Room_Type 1,Offline,0,120.0,0,1,0,0,76,0,0,0,Oct,Wednesday,train
INN01749,2,Not Selected,Room_Type 1,Online,0,80.75,4,2,0,0,217,0,0,1,Aug,Tuesday,train
INN03342,0,Meal Plan 1,Room_Type 1,Corporate,0,100.0,3,1,0,0,113,0,0,0,May,Thursday,train
INN20176,0,Meal Plan 2,Room_Type 1,Offline,0,73.0,1,1,0,0,221,0,0,0,Aug,Sunday,train
INN05805,0,Meal Plan 1,Room_Type 1,Offline,0,52.0,2,2,0,0,315,0,0,0,Dec,Sunday,train
INN18510,1,Meal Plan 1,Room_Type 1,Offline,0,72.25,2,2,0,0,132,0,0,0,Jul,Sunday,train
INN35735,0,Meal Plan 1,Room_Type 2,Online,0,100.6,2,2,0,0,62,0,0,0,Dec,Saturday,train
INN15761,1,Meal Plan 1,Room_Type 1,Offline,0,95.0,2,2,0,0,207,0,0,0,Dec,Sunday,train
INN28974,1,Meal Plan 1,Room_Type 4,Online,0,89.44,2,3,0,0,16,0,0,1,Mar,Sunday,train
INN32562,1,Meal Plan 1,Room_Type 4,Online,0,126.9,1,2,0,0,54,0,0,1,Jun,Monday,train
INN11795,1,Meal Plan 1,Room_Type 1,Offline,0,81.25,4,2,0,0,131,0,0,1,Aug,Wednesday,train
INN31467,0,Not Selected,Room_Type 1,Online,0,125.1,2,2,0,0,47,0,0,1,Sep,Sunday,train
INN18335,0,Meal Plan 2,Room_Type 1,Offline,0,90.0,2,1,0,0,346,0,0,0,Sep,Thursday,train
INN36031,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,3,1,0,0,71,0,0,0,Jun,Thursday,train
INN23354,0,Meal Plan 2,Room_Type 1,Offline,0,101.5,2,2,0,0,257,0,0,0,Jul,Saturday,train
INN15545,2,Meal Plan 1,Room_Type 1,Online,0,126.9,1,2,0,0,46,0,0,2,May,Monday,train
INN05189,1,Meal Plan 1,Room_Type 1,Corporate,0,159.0,2,1,0,0,4,0,0,0,Oct,Wednesday,train
INN27000,0,Meal Plan 1,Room_Type 4,Online,0,146.0,4,2,0,0,5,0,0,1,Jun,Thursday,train
INN07858,0,Meal Plan 1,Room_Type 1,Online,0,96.0,1,1,0,0,0,0,0,2,Aug,Monday,train
INN17584,0,Meal Plan 1,Room_Type 1,Offline,0,96.0,3,2,0,0,150,0,0,0,Jun,Saturday,train
INN01144,1,Meal Plan 1,Room_Type 4,Online,0,105.64,3,2,0,0,18,0,0,1,Sep,Saturday,train
INN07440,0,Meal Plan 1,Room_Type 1,Online,0,115.0,2,1,0,0,103,0,0,0,Apr,Thursday,train
INN10659,1,Meal Plan 1,Room_Type 1,Online,0,98.0,1,1,0,0,85,0,0,0,Dec,Monday,train
INN29761,1,Meal Plan 1,Room_Type 1,Offline,0,68.0,2,2,0,0,199,0,0,1,Nov,Sunday,train
INN18414,1,Meal Plan 1,Room_Type 1,Offline,0,84.0,2,2,0,0,17,0,0,0,Sep,Thursday,train
INN14825,2,Meal Plan 1,Room_Type 1,Online,0,105.0,1,2,0,0,5,0,0,2,Aug,Wednesday,train
INN30750,1,Meal Plan 2,Room_Type 1,Online,0,126.0,1,2,0,0,66,0,0,0,Mar,Monday,train
INN04863,0,Not Selected,Room_Type 1,Online,0,88.0,1,2,0,0,34,0,0,2,Dec,Sunday,train
INN15026,2,Meal Plan 1,Room_Type 1,Online,0,100.3,2,2,0,0,166,0,0,1,Jun,Tuesday,train
INN00118,2,Meal Plan 1,Room_Type 1,Online,0,102.83,5,2,1,0,105,0,0,3,Nov,Monday,train
INN07057,2,Meal Plan 2,Room_Type 1,Offline,0,36.25,1,1,0,0,124,0,0,0,Aug,Tuesday,train
INN28019,2,Meal Plan 1,Room_Type 4,Online,0,194.5,0,3,0,0,56,0,0,1,Nov,Tuesday,train
INN04156,2,Meal Plan 1,Room_Type 1,Offline,0,70.0,3,2,0,0,6,0,0,0,Feb,Wednesday,train
INN17625,1,Meal Plan 1,Room_Type 1,Online,0,87.0,3,2,0,0,23,0,0,2,Jan,Sunday,train
INN03352,2,Meal Plan 1,Room_Type 1,Online,0,85.28,4,2,1,0,101,0,0,2,Apr,Monday,train
INN32703,0,Meal Plan 1,Room_Type 1,Offline,0,105.0,2,3,0,0,66,0,0,1,Nov,Sunday,train
INN18856,0,Not Selected,Room_Type 1,Online,0,120.0,1,2,0,0,0,0,0,0,Oct,Monday,train
INN06897,0,Meal Plan 1,Room_Type 1,Online,0,99.9,1,1,0,0,115,0,0,1,Jul,Monday,train
INN30179,2,Meal Plan 1,Room_Type 1,Online,0,120.6,1,2,0,1,44,0,0,2,Sep,Tuesday,train
INN19815,0,Meal Plan 1,Room_Type 1,Offline,0,120.0,1,2,0,0,56,0,0,0,Jun,Friday,train
INN02766,2,Meal Plan 1,Room_Type 1,Online,0,109.67,1,2,0,0,11,0,0,2,Apr,Monday,train
INN35876,0,Meal Plan 1,Room_Type 4,Online,0,176.0,3,3,0,0,8,0,0,2,Apr,Saturday,train
INN03283,0,Meal Plan 1,Room_Type 4,Online,0,176.0,2,1,0,0,3,0,0,0,May,Sunday,train
INN12634,0,Meal Plan 2,Room_Type 1,Offline,0,101.5,2,2,0,0,39,0,0,0,Aug,Monday,train
INN35464,2,Meal Plan 1,Room_Type 1,Offline,0,58.0,2,2,0,0,94,0,0,0,Mar,Monday,train
INN32313,0,Meal Plan 1,Room_Type 4,Online,0,146.7,2,3,0,0,94,0,0,0,Jun,Saturday,train
INN12889,0,Meal Plan 1,Room_Type 4,Online,0,118.8,3,2,0,0,54,0,0,1,Apr,Saturday,train
INN09248,2,Not Selected,Room_Type 1,Online,0,95.1,1,2,0,0,45,0,0,1,Jun,Tuesday,train
INN08746,0,Meal Plan 1,Room_Type 1,Corporate,0,110.0,2,2,0,0,5,0,0,1,May,Thursday,train
INN23062,1,Meal Plan 1,Room_Type 1,Online,0,175.67,2,2,0,1,7,0,0,1,Aug,Sunday,train
INN03765,2,Meal Plan 1,Room_Type 1,Online,0,130.78,5,2,0,0,90,0,0,2,Jun,Thursday,train
INN31448,2,Not Selected,Room_Type 1,Online,0,91.68,5,2,0,0,148,0,0,0,Jul,Wednesday,train
INN20261,1,Meal Plan 1,Room_Type 1,Online,0,100.3,3,2,0,0,287,0,0,0,Sep,Saturday,train
INN20835,1,Meal Plan 1,Room_Type 1,Online,0,0.0,0,1,0,0,4,0,0,0,Oct,Wednesday,train
INN27041,2,Meal Plan 1,Room_Type 1,Online,0,72.25,2,2,0,0,76,0,0,1,Nov,Wednesday,train
INN26498,2,Meal Plan 1,Room_Type 1,Online,0,71.0,3,2,0,0,73,0,0,0,Jan,Sunday,train
INN12213,1,Meal Plan 2,Room_Type 1,Online,0,147.25,3,2,0,0,28,0,0,1,Apr,Wednesday,train
INN15737,2,Meal Plan 1,Room_Type 1,Online,0,95.2,2,2,0,0,193,0,0,0,Aug,Sunday,train
INN16042,0,Meal Plan 1,Room_Type 1,Online,0,73.95,4,2,0,0,333,0,0,0,Dec,Friday,train
INN20758,2,Meal Plan 1,Room_Type 1,Online,0,74.8,5,1,0,0,34,0,0,2,Nov,Wednesday,train
INN10864,1,Meal Plan 1,Room_Type 4,Online,0,122.8,2,2,1,0,187,0,0,2,Jul,Wednesday,train
INN33980,0,Meal Plan 1,Room_Type 4,Online,0,78.54,4,2,0,0,41,0,0,1,Oct,Saturday,train
INN28148,0,Meal Plan 1,Room_Type 1,Online,0,89.25,4,2,0,0,135,0,0,0,Oct,Saturday,train
INN17845,2,Not Selected,Room_Type 1,Online,0,57.59,2,2,0,0,23,0,0,2,Nov,Sunday,train
INN29057,0,Meal Plan 1,Room_Type 4,Online,0,131.0,1,2,0,0,3,0,0,0,Dec,Sunday,train
INN24545,1,Meal Plan 1,Room_Type 1,Offline,0,75.0,3,2,0,0,122,0,0,0,Jun,Saturday,train
INN10785,0,Meal Plan 1,Room_Type 1,Online,0,90.9,4,2,0,0,178,0,0,2,Oct,Friday,train
